Geneid	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Direction
LOC140027480	102.556638780047	3.74564560967961	0.570309848086821	6.56773790991838	5.10853526605595e-11	5.94122651442308e-08	Up
LOC140028108	77.0418906362782	3.5175057534154	0.536402317114736	6.55758866280776	5.4684798337711e-11	6.18317976760146e-08	Up
LOC140028026	37.1967838444575	3.64475375257019	0.558542250133466	6.52547547065466	6.77861514955473e-11	7.45739269358447e-08	Up
LOC140011949	80.6388907838762	3.43435942529844	0.529077864489952	6.49121737234134	8.51455215897518e-11	9.12065383239697e-08	Up
LOC140034464	48.7006010921048	4.52886449024781	0.701310360911429	6.45771792728409	1.06293623487419e-10	1.10940562668087e-07	Up
LOC140028048	90.7337851840827	3.92368724724293	0.608684207531257	6.44617882096347	1.14705316624904e-10	1.16726997830418e-07	Up
LOC140034544	81.7215892935512	3.50546300885833	0.546797433757014	6.41089879440819	1.44664210601337e-10	1.43623333964084e-07	Up
LOC140027115	47.871637389228	3.72863351882653	0.584997518047886	6.37375955246585	1.84449698637696e-10	1.78762499596367e-07	Up
LOC140009054	51.0237811796151	3.64830068395376	0.576404617200498	6.32940919466077	2.46101670698686e-10	2.32966709436977e-07	Up
LOC140034483	91.7598633331408	3.2555799258196	0.514929973321922	6.32237409839861	2.57574869255225e-10	2.3828602393259e-07	Up
LOC140011808	150.803174693836	3.20821850909511	0.511088132601266	6.27723146840909	3.44654800998021e-10	3.11759414991654e-07	Up
LOC140034351	26.999070871363	4.09524874730895	0.65349159756106	6.26671982102464	3.68732731035548e-10	3.26288387321782e-07	Up
LOC140026891	36.9448526400993	3.46529618540558	0.5533439535237	6.26246327142194	3.7894314948373e-10	3.28188955313515e-07	Up
LOC140009098	108.077488552174	3.35817792728722	0.536994453457001	6.25365477365422	4.00956814665261e-10	3.40019732103113e-07	Up
LOC140015280	1422.3962251964	1.05231132151284	0.169361513782815	6.21340290369807	5.18492761275833e-10	4.30719343831281e-07	Up
LOC140027423	81.2034408238655	3.41438951297142	0.551129310449514	6.19526025604874	5.81888006142927e-10	4.73715025800957e-07	Up
LOC140034375	104.589169731265	3.41295495061126	0.552940975061456	6.1723675845002	6.72748659299818e-10	5.36945768172531e-07	Up
LOC140011967	67.3755750931377	3.40827954989278	0.558740461194941	6.09993330821921	1.06112729383825e-09	8.1496578293747e-07	Up
LOC140027421	27.8802270503499	3.25032785163496	0.532609797018073	6.10264375502028	1.04328202909292e-09	8.1496578293747e-07	Up
LOC140033535	29.7351930664122	3.66635078448022	0.601695030514166	6.09337055908076	1.10557736587235e-09	8.33380123663589e-07	Up
LOC140033823	34.2991352515376	3.24646826821979	0.534934122778963	6.0689122827957	1.28779454763065e-09	9.53085037478284e-07	Up
LOC140026720	28.9310963827263	4.03743476315164	0.672421696588064	6.00431958641131	1.92135922265489e-09	1.39658798496727e-06	Up
LOC140034128	68.5482359980371	2.95712055403026	0.492925725818273	5.9991199467655	1.98389777355739e-09	1.41674664688866e-06	Up
LOC140012374	45.6105835247409	3.53925410766258	0.595435983854641	5.94397081068347	2.78199160847592e-09	1.95243049005194e-06	Up
LOC140026933	47.6233780761717	3.20387311757509	0.540644607734184	5.92602436377267	3.10356560825998e-09	2.14119725566478e-06	Up
LOC113730979	661.864151588758	2.12184617792835	0.359405706471164	5.90376318384524	3.55302085890652e-09	2.4104285676965e-06	Up
LOC140028303	87.0486733269173	3.25570034610335	0.553360743321779	5.88350436021112	4.01669508891767e-09	2.68032087859662e-06	Up
LOC140034371	50.4816415600209	3.66810965395586	0.624536669514971	5.87332951450968	4.27128268077854e-09	2.8042348632434e-06	Up
LOC140009046	27.0570308738058	4.00865881065212	0.685737461033144	5.8457631942881	5.04250962176169e-09	3.25802149450492e-06	Up
LOC140033318	40.5534234250542	3.62909693464288	0.62246213617091	5.83022921999296	5.53512895685272e-09	3.52042850294828e-06	Up
LOC140012055	41.7889799272519	3.92198636790235	0.673702469673905	5.82154073117874	5.83075912608857e-09	3.65140077272977e-06	Up
LOC140034172	61.5480758340706	4.26156269546396	0.732732278035906	5.81598876316341	6.02765155939967e-09	3.71750843523278e-06	Up
LOC140028227	48.2579952231885	3.71121365386344	0.640504160846631	5.79420693997972	6.86447750090847e-09	4.17042621902208e-06	Up
LOC140028317	126.520245694316	3.28866099472733	0.569040426089628	5.77930994696912	7.50076314954367e-09	4.48997888238493e-06	Up
LOC140012086	42.9087433738263	2.8738554876135	0.498656330511817	5.76319864357041	8.25345574772484e-09	4.81386139395774e-06	Up
LOC140033348	45.4521166060166	3.17456138986283	0.550881811862394	5.76269051092906	8.27835149433833e-09	4.81386139395774e-06	Up
LOC140027689	84.3756976901015	3.45715300847337	0.600492309808229	5.75719780587604	8.55216779244433e-09	4.90304211255558e-06	Up
LOC113713490	1609.52561471741	2.20119864799726	0.382558582068627	5.75388646647166	8.72147405556846e-09	4.93066113099881e-06	Up
LOC140026850	30.7220808045429	4.15874492463044	0.725014133423412	5.73608807457787	9.68882913419258e-09	5.40251766996314e-06	Up
LOC140026335	28.548028019171	4.09285914503771	0.71442813817598	5.72886050581275	1.01107491655286e-08	5.5615951997681e-06	Up
LOC140028301	116.530830608188	3.36062085796247	0.593473103927339	5.66263380045935	1.49067059206968e-08	8.0903661933595e-06	Up
LOC140034101	110.410130094943	3.10205655480791	0.55398883442581	5.59949291762005	2.14979715827707e-08	1.15141438589037e-05	Up
LOC140026647	27.9015682574923	3.70228993838868	0.661814201465477	5.5941530571429	2.21701314842125e-08	1.17199376891542e-05	Up
LOC140027949	58.7399342535157	4.01590212181789	0.718909954082502	5.58609892520284	2.32226984500364e-08	1.21189735949837e-05	Up
LOC113687832	270.39134253982	3.15683897252894	0.56923925880788	5.54571548550622	2.92754538911507e-08	1.50842702612568e-05	Up
LOC140028133	42.351049931032	3.35314054729239	0.606746388605736	5.52642852147449	3.2681531945784e-08	1.66287719731642e-05	Up
LOC140034095	36.3596762722432	3.65324919706692	0.666076731860533	5.48472724285445	4.14107853799894e-08	2.08101977641045e-05	Up
LOC140027773	32.3006411546309	4.17170740150744	0.760912843525014	5.48250359683974	4.19348471896497e-08	2.08165604250572e-05	Up
LOC140026956	50.8141713708009	3.31365167078981	0.605430260332368	5.47321778890055	4.41936427628578e-08	2.16735208272545e-05	Up
LOC113705444	317.170268204944	1.1806673659226	0.215839863071729	5.47010801952851	4.49761375362178e-08	2.17946866477589e-05	Up
LOC113730387	259.697237746433	2.00964111839524	0.367995878535176	5.46104246165667	4.73346806430203e-08	2.26677432420487e-05	Up
LOC140034178	46.4599391166178	3.98749110247831	0.733772030895706	5.43423697631379	5.50314052906616e-08	2.6047132004144e-05	Up
LOC140033797	24.4261442164675	3.15458326657567	0.581894174073645	5.42123191316987	5.91897118427451e-08	2.76933013857349e-05	Up
LOC140026921	56.362194079828	2.93354802426402	0.546998368750587	5.36299227174044	8.1854509645336e-08	3.78623615353796e-05	Up
LOC113734082	350.107255598748	1.26187446150123	0.23740205573956	5.31534766019701	1.06453879296709e-07	4.86876983907028e-05	Up
LOC140011578	29.7685715536416	3.17957873788887	0.599029850884086	5.30788028876399	1.10907440198213e-07	5.01609705918696e-05	Up
LOC113687536	1222.90499377157	1.23017742608167	0.232363537595429	5.29419305116427	1.19543096289203e-07	5.34725465324398e-05	Up
LOC140026918	17.7337909713186	3.57703916816779	0.677063797040021	5.28316413284219	1.26971537408747e-07	5.61780046763372e-05	Up
LOC140026606	16.6985052840247	4.51273362733261	0.858190447051814	5.25842910840529	1.45291174311071e-07	6.35922284981953e-05	Up
LOC140011858	129.125197083394	3.01203009743705	0.57621688501941	5.22725066853184	1.7204917564138e-07	7.45027839838553e-05	Up
LOC113707138	926.28926679787	0.76406070833053	0.147752864692751	5.17120740717533	2.32586235403852e-07	9.9657081180145e-05	Up
LOC113710926	92.5076001052186	1.65516349777251	0.320786386849215	5.15970616468372	2.47337722795004e-07	0.000104873770899694	Up
LOC140027605	93.5316787019541	3.4120181536749	0.664376305388	5.13567104365989	2.81139048608105e-07	0.000117976958490649	Up
LOC113691272	168.577481234371	1.32027193968924	0.257968833423338	5.11795135159842	3.08872241784873e-07	0.000128292291855645	Up
LOC113717824	1365.5312781107	0.864184198210201	0.170568121485373	5.06650475296646	4.05186638588102e-07	0.000166597193168977	Up
LOC113739443	126.190382331193	1.4832437493561	0.293841063905762	5.04777558875091	4.46983735815264e-07	0.000181944729663603	Up
LOC113698428	62.4257970336927	2.21652985205248	0.440027993186758	5.03724737146832	4.72274265796459e-07	0.000190335881081632	Up
LOC140027496	140.243528399126	2.88864453478039	0.575269691880634	5.02137445367062	5.1303032296376e-07	0.000204734306825881	Up
LOC140028343	32.8084568507105	3.55397188682293	0.712466883376917	4.98826257015342	6.09247276059396e-07	0.000240770974485415	Up
LOC140026945	45.9832957232779	4.17286896353353	0.836947031576443	4.98582204858731	6.16989131691988e-07	0.000241485986591561	Up
LOC113693805	861.321721053988	0.877052987584615	0.177299840741699	4.94672180141638	7.54737199634528e-07	0.000292586454391652	Up
LOC113691110	149.377187124458	2.73638365376034	0.556738515237214	4.91502487948841	8.87711854887486e-07	0.000340889726916935	Up
LOC140034548	39.3464962529213	4.60617664777633	0.939695207967776	4.90177730898281	9.49734625532625e-07	0.000361298578806593	Up
LOC140011922	87.4573787527563	3.88622976136442	0.794843503397287	4.88930178677193	1.01194258167692e-06	0.000381399285066286	Up
LOC140028206	32.4364985654147	2.89988663488107	0.59614241536259	4.86441923968332	1.14793366065668e-06	0.000428684767495689	Up
LOC140034169	24.4253264012533	3.3467597184097	0.68830202901272	4.86234178796507	1.16005091329381e-06	0.000429271567505676	Up
LOC113707269	282.530686026381	1.64096547507479	0.337615797973216	4.8604522801536	1.17117873451473e-06	0.000429484958454253	Up
LOC113726026	2569.33425437234	1.98164742430924	0.408309417043144	4.85329836049274	1.21424796564002e-06	0.000441303245012296	Up
LOC140012083	24.8202325654074	4.00457096009582	0.827159780511955	4.84135115662571	1.28959251633083e-06	0.000464538613957934	Up
LOC113731681	179.665592338452	2.9934907559066	0.621391610989863	4.81739808353389	1.45442336792198e-06	0.000519318449046177	Up
LOC140033937	20.221094153053	5.15564856894623	1.07744541189263	4.78506707814538	1.7093023760307e-06	0.000605018723620257	Up
LOC113732603	1600.72533537722	1.76852175336301	0.370474716800466	4.7736638241781	1.80904261918729e-06	0.000634802412189814	Up
LOC140012391	41.1719294810736	2.70934446542856	0.568269813683053	4.76770787430859	1.86333697780169e-06	0.000643882835284817	Up
LOC140012002	25.9424642222261	3.07322789720669	0.644639362304809	4.76735997972391	1.86655630914159e-06	0.000643882835284817	Up
LOC140026410	16.002660499377	4.00607487336334	0.841475233795127	4.76077573346466	1.92850255398187e-06	0.000659661314788504	Up
LOC113725207	1726.73484640765	0.731283203960388	0.154475951409838	4.73396148258852	2.20179527937244e-06	0.000746867307057127	Up
LOC140033563	32.5626637960346	3.22277853048515	0.68120107876659	4.73102382092589	2.23390303025714e-06	0.000751496056583611	Up
LOC113729908	2088.21133627967	0.906080872507866	0.191867254252093	4.72243622831738	2.33036172299769e-06	0.000776223709285297	Up
LOC113690488	885.648562894415	-0.91545115867888	0.193905692576761	-4.72111543768361	2.34554762908959e-06	0.000776223709285297	Down
LOC140006085	149.29873069246	2.05925381350227	0.436621937038121	4.71633154181733	2.40135015006397e-06	0.00078828191821253	Up
LOC140028188	56.0970884702461	3.07468708115214	0.654771755075556	4.69581507955752	2.65545695180437e-06	0.000858033653163274	Up
LOC140027751	24.6910459579492	2.70928997656848	0.576963483877827	4.6957737400625	2.65599411125347e-06	0.000858033653163274	Up
LOC140028165	37.0613822455416	3.19865453737655	0.684255362899156	4.67465029988806	2.94454924725563e-06	0.000943762811886144	Up
LOC140027987	19.4398767036287	3.2596992536988	0.698129810301078	4.66918788683871	3.0239272854664e-06	0.000961632501210232	Up
LOC113693922	2389.75723302726	1.160474829879	0.249618858789105	4.64898700165699	3.33569230979676e-06	0.00105255314318044	Up
LOC140009132	63.9496809252585	3.8541040347164	0.83106454399014	4.63755079263991	3.52561987587702e-06	0.00110392582344288	Up
LOC140033422	13.9235507781531	3.37100952693847	0.728330138442049	4.62840866938351	3.68486306714412e-06	0.0011449797797565	Up
LOC140027022	11.6172126462013	4.58554257197491	0.993379110044562	4.61610529717018	3.91008611336079e-06	0.00120575799427539	Up
LOC140034529	35.2306229484798	4.17233387578028	0.904494134088191	4.61289213333192	3.97104409552775e-06	0.00121534849555231	Up
LOC140027781	24.3985696777998	2.91681663768052	0.635397985141476	4.59053491809716	4.42111483506627e-06	0.00134299611463711	Up
LOC113710357	3409.38338928707	-0.669168604729028	0.146259397606023	-4.57521783681592	4.75724733148895e-06	0.00143439816761672	Down
LOC113687491	51.248003909134	2.62947458007988	0.575895537644972	4.56588809635976	4.97384061549062e-06	0.00148867781068784	Up
LOC140011612	17.9423458975886	3.92063020905809	0.859308014658692	4.5625435142896	5.05376150259722e-06	0.00150155738659284	Up
LOC140026969	12.5303299071978	3.73682319237185	0.82252217057641	4.54312762141493	5.54256724566982e-06	0.00163485651981877	Up
LOC113734656	673.990249656397	0.987969866466273	0.217714112445678	4.5379229456831	5.68110097396214e-06	0.00166366341831028	Up
LOC140034521	57.731783637051	2.96229871321495	0.658548759170013	4.49822229860157	6.8524027693033e-06	0.00199233610517493	Up
LOC113736369	3989.39376034806	0.675294948160464	0.150300675474387	4.49296016820326	7.02399262402747e-06	0.00201346211099323	Up
LOC140034468	30.5968948025065	4.08408491458644	0.908939209657311	4.49324319073684	7.01466006592338e-06	0.00201346211099323	Up
LOC113696079	818.591150241549	0.635553611799046	0.141630938713091	4.4873924975285	7.21001723461454e-06	0.00203808160788184	Up
LOC113694200	1063.39490713349	-0.941035622941656	0.209648359651774	-4.48863813914268	7.16799367332818e-06	0.00203808160788184	Down
LOC113711378	552.876872453042	1.29056100269107	0.287903617986494	4.48261474349242	7.37339730673395e-06	0.0020698906025559	Up
LOC113690315	587.517234291804	-0.985307030864858	0.220836617860125	-4.46170132658406	8.13115039718302e-06	0.00226697586929681	Down
LOC113730383	290.306350452334	1.03191710964299	0.231383327819894	4.45977296361743	8.20465188392119e-06	0.00227110734499195	Up
LOC113707267	886.285432474966	1.15399214905788	0.258937193274132	4.4566488671103	8.32507960189584e-06	0.00227110734499195	Up
LOC140028231	30.0733249239341	3.64516348615507	0.818064909230715	4.45583650517766	8.35667024513389e-06	0.00227110734499195	Up
LOC140027782	36.1718199705036	4.21804445856743	0.946701571096026	4.45551648729607	8.36914633948638e-06	0.00227110734499195	Up
LOC140034429	14.3743351017951	4.08934134029706	0.918241732916338	4.45344748959439	8.45023814882036e-06	0.00227792678044856	Up
LOC113725392	502.862861331115	0.858990942288762	0.194293576522901	4.42109799851008	9.82006214774129e-06	0.0026297738797619	Up
LOC140027279	16.8283336152347	3.01208187267543	0.68159440475679	4.41917047976679	9.90804679001078e-06	0.00263599375547313	Up
LOC113715139	1258.0807014552	0.637542936410169	0.144345838366716	4.41677393421256	1.0018491250455e-05	0.00264806939188162	Up
LOC113694487	33.1615221005656	2.78090303083079	0.631208953039692	4.40567741860898	1.05453798142169e-05	0.00275160054703653	Up
LOC140011972	73.8409710535834	2.93094980647016	0.665113106796967	4.40669380368241	1.04960397474331e-05	0.00275160054703653	Up
LOC140003815	577.338713046979	-0.759951399141733	0.172686579230108	-4.40075541787811	1.07874663999097e-05	0.00279683961661353	Down
LOC113742083	74.2975049601483	2.17349529131323	0.494872195368873	4.39203356271234	1.12295358534913e-05	0.00289302694250862	Up
LOC140011639	17.5323902639877	2.95373976589653	0.673725953035175	4.38418581411293	1.16420371793736e-05	0.00298043473827926	Up
LOC140027386	11.2944584279837	3.6943316120248	0.845274673950456	4.3705693851669	1.23922967584139e-05	0.00315267774719523	Up
LOC113690379	55.6052675260781	1.80141735880313	0.412319069788296	4.36898870510176	1.2482322154826e-05	0.00315585666653535	Up
LOC113730446	139.366134609799	2.26748846040965	0.519352207314865	4.36599369074204	1.26546132232907e-05	0.00317966685959288	Up
LOC113716786	243.55266964713	1.9657623510584	0.452051398087615	4.34853726672338	1.37048532868971e-05	0.00342242977327084	Up
LOC113730417	238.334892552604	0.890128310069635	0.204965531174083	4.34281952175472	1.40665686837919e-05	0.00349133950166919	Up
LOC113688572	163.703273320557	1.68733519118657	0.389042396375756	4.33714990167	1.4434218741398e-05	0.00356087802344609	Up
LOC113707250	4554.51114144296	-1.04989317140654	0.242315024580538	-4.33276134331318	1.47250706227941e-05	0.00361074698614961	Down
LOC140006709	1613.24015522733	-0.775067442744392	0.179045930494505	-4.32887494624279	1.49873001042104e-05	0.00365304222001128	Down
LOC140027715	17.5586485846585	3.9088659700949	0.905840577448153	4.31518091307698	1.59472247950872e-05	0.00386387967430967	Up
LOC113708834	2636.47280268713	-0.773097994621184	0.179342338614857	-4.3107388951888	1.62709939773762e-05	0.00391899887484675	Down
LOC113687833	169.449940590299	2.48368398665046	0.576940175028887	4.30492465969475	1.67042574090938e-05	0.00397629706337522	Up
LOC113743330	470.861654133372	1.11849879175419	0.259762326850078	4.30585452985925	1.66342346901972e-05	0.00397629706337522	Up
LOC113742766	2046.17764653926	1.88244032980448	0.43946457625443	4.2834859315592	1.83987737266127e-05	0.00435419816594052	Up
LOC113727503	34.9530369009029	-1.71991357132622	0.401804882614277	-4.28046956556597	1.86499391679692e-05	0.00438812586030166	Down
LOC113699104	234.473366230046	1.87884554461858	0.439876429552859	4.271303071475	1.94334091106655e-05	0.00454618918304391	Up
LOC113735168	29.4758003521648	1.68828162124702	0.395668065555592	4.2669140327925	1.98195488567427e-05	0.00461002706407836	Up
LOC113733889	606.0391804227	1.35591338309269	0.318452442891842	4.25782063651247	2.06429464391505e-05	0.00477426781139558	Up
LOC140038743	182.552482378487	-3.18646412221352	0.749400363976911	-4.25201838080732	2.1185246758342e-05	0.00487200830112041	Down
LOC113741393	951.798673112447	1.71867962163218	0.405695106136203	4.23638243507717	2.27149766126738e-05	0.00519445574729711	Up
LOC140005942	157.60062970505	-1.95419114411537	0.461809042215145	-4.23160000233378	2.32034787639285e-05	0.00527652292226654	Down
LOC140026472	14.655589327247	3.14846670933336	0.745358439001995	4.22409748730964	2.39900195492183e-05	0.00542507636528294	Up
LOC113688168	64.2217488298063	1.49809752937846	0.355796036749148	4.21055148074818	2.54748062748647e-05	0.00572901651612357	Up
LOC140028132	30.3018418104447	4.17104057425545	0.991892184168563	4.20513503466282	2.60926324096772e-05	0.0058207737231693	Up
LOC140027225	13.380656146303	5.52409034404778	1.3138595262667	4.20447561829105	2.61688144291852e-05	0.0058207737231693	Up
LOC140034508	18.9330768737485	2.7852887096276	0.662764746277436	4.20252997050882	2.63948288791102e-05	0.00583913863871837	Up
LOC140027093	41.160790590765	3.03562496883184	0.723225083656888	4.19734469590383	2.70062731687918e-05	0.00594210999640902	Up
LOC113699426	1966.98700021812	-0.535162231422722	0.12772801956699	-4.1898577401965	2.79129396111231e-05	0.00610858175736972	Down
LOC140026387	14.9139154197185	3.019579305277	0.721054757749832	4.18772537428377	2.81764168819435e-05	0.00613326764267118	Up
LOC140027379	28.741537673939	3.59051411378306	0.858363030819728	4.18297851242982	2.87714594852093e-05	0.00622948009758216	Up
LOC140008298	332.353368841265	1.04796333526838	0.251011338414655	4.17496413463688	2.98033003748726e-05	0.0064187478399957	Up
LOC140034573	11.8209202138481	3.93466130304459	0.943153413158616	4.17181473146286	3.02183297397994e-05	0.00647387953715018	Up
LOC113715395	174.991305711567	-1.31175815013674	0.314792780566847	-4.16705283956847	3.08562993730913e-05	0.00657594589519204	Down
LOC140036750	208.208247899014	-1.52474050495103	0.36714141927554	-4.15300596690974	3.28136179145945e-05	0.00695665790215401	Down
LOC113690915	1311.42116534968	-0.60155017540225	0.144915531791627	-4.15104004356977	3.30967847732567e-05	0.00698033484039075	Down
LOC113712927	41.7358137694821	-2.3684413177571	0.572333163142717	-4.13822135476449	3.50008611320864e-05	0.00734386624938957	Down
LOC113710512	3792.77368398071	-1.06436233275707	0.257473423716372	-4.13387260476855	3.56701247527889e-05	0.00742986661466074	Down
LOC140034313	9.76721623551101	3.86640334492859	0.935451912305003	4.13319305254459	3.5775797972571e-05	0.00742986661466074	Up
LOC113689855	42.8976097548368	1.65748678505407	0.401746347896372	4.12570467344138	3.69601310852925e-05	0.00763686363363874	Up
LOC140006695	373.631210545392	-1.2919950575317	0.314103425034958	-4.11327911304346	3.90078277958421e-05	0.00793906815214876	Down
LOC113695779	44.5153305142985	1.36932047465169	0.332751986815744	4.11513838806899	3.869471881288e-05	0.00793906815214876	Up
LOC113697124	1925.71949443711	1.0621463385546	0.258159658926043	4.11430020853445	3.88355749774107e-05	0.00793906815214876	Up
LOC140033917	20.2678394402589	4.43712834136204	1.08144592155271	4.10295905965536	4.07899450024019e-05	0.0082604712006108	Up
LOC140011783	29.704331349161	3.52148292537877	0.861820987187202	4.08609557870264	4.38693122238355e-05	0.00879655346833116	Up
LOC113712859	918.426293631833	0.940990709441802	0.230228327243665	4.08720647327596	4.36598533694004e-05	0.00879655346833116	Up
LOC113714540	281.966679343671	0.792997000162003	0.194202268617981	4.08335600714285	4.4389938910055e-05	0.00885731599673427	Up
LOC140026586	9.3306612661904	4.4424999046082	1.09041669383525	4.0741304949972	4.61865799392159e-05	0.0091708523728087	Up
LOC113705894	91.178699133148	1.66040708983136	0.408070307942992	4.06892404939033	4.72307389154092e-05	0.00933265644442589	Up
LOC140012042	9.86932880213453	3.96658067738951	0.975771921415019	4.06506950070603	4.80181507190594e-05	0.00944240978270199	Up
LOC113710899	129.331741041027	0.824206105169185	0.20309123053136	4.05830474813099	4.94302366768513e-05	0.0096329600412183	Up
LOC140034071	13.4280632962671	3.61626727738098	0.891109661718256	4.0581618994098	4.94604753375414e-05	0.0096329600412183	Up
LOC113713519	86.1888762468027	1.78161327662236	0.439202857871516	4.05647013604714	4.98199291925593e-05	0.00965676294182441	Up
LOC113707631	577.007628893005	-0.57911572291316	0.142824708095656	-4.05473065994507	5.01921018337755e-05	0.00968279386324091	Down
LOC140006744	181.526486394559	2.28386349109016	0.56398585774955	4.04950489397618	5.13261045680727e-05	0.00985485418133679	Up
LOC113726802	4618.2386272403	0.561494687175349	0.138838272236483	4.04423562847971	5.24941049817151e-05	0.0100317959778437	Up
LOC113706849	2681.17852185004	1.52733307289545	0.379416605880694	4.02547766550764	5.6859777310842e-05	0.0107650103973852	Up
LOC113712446	25664.2419176215	-0.416030296380971	0.103333328554615	-4.02609982858613	5.67096206888267e-05	0.0107650103973852	Down
LOC113741169	1040.50500718488	-0.842128272803266	0.209358218394789	-4.02242758493128	5.76013667235923e-05	0.0108549242244622	Down
LOC113695462	2732.83914627017	-1.18318471236113	0.294837456705868	-4.01300677865188	5.99501910616314e-05	0.0112454955168834	Down
LOC113738209	243.785638628461	1.24219462591163	0.30995567815023	4.00765242735628	6.13252818234186e-05	0.0113983817197363	Up
LOC140028299	20.6911195267524	3.33635984248461	0.832475058001411	4.00775952434476	6.12974871278005e-05	0.0113983817197363	Up
LOC140027932	16.9977823337866	3.58608851568923	0.897472498006353	3.99576424197441	6.44858841504103e-05	0.011931354156102	Up
LOC113693900	2897.49678631581	0.573752981590892	0.143672640316364	3.99347419472141	6.51121679207674e-05	0.0119717191231878	Up
LOC113690594	2164.06020230887	0.653272940736628	0.163611938355202	3.99281951735314	6.52922649637068e-05	0.0119717191231878	Up
LOC140009044	11.1172713283254	3.92439172110545	0.983317383959361	3.99097156739338	6.58031697346563e-05	0.0120112915876645	Up
LOC113726079	499.392645661684	1.30230335405059	0.326571248369391	3.98780774655805	6.66866694157143e-05	0.0121182182078868	Up
LOC113688158	1679.4147802663	0.533279188872823	0.133816666145543	3.98514777145034	6.74381443834267e-05	0.0122003096316773	Up
LOC140003727	1700.31556614587	1.76501366235657	0.443318838816744	3.98136399316471	6.85209247425215e-05	0.0123413462019661	Up
LOC113688566	58.8589573733036	1.61606508333858	0.406587658113648	3.97470275127452	7.04672099163607e-05	0.0126359814081298	Up
LOC113690382	2639.15242126499	1.51358193403713	0.38123513651948	3.97020575767362	7.18105902351772e-05	0.0128203950680828	Up
LOC113707204	2787.29690673046	1.81033987730681	0.45629842414483	3.96744713878786	7.26466184359255e-05	0.0129130157355212	Up
LOC140014769	32.4252537766878	4.20965137923672	1.06252490606327	3.96193195586705	7.4345730496439e-05	0.0131006188738422	Up
LOC140034163	21.2053786038919	3.25899170142725	0.822497597559158	3.96231151446354	7.42276025083123e-05	0.0131006188738422	Up
LOC140008996	12.7586477938462	4.87368189341611	1.23102002582385	3.95905979689844	7.52453972855506e-05	0.0131453386116238	Up
LOC113701841	38.7190494974946	1.90648248837263	0.481476751733384	3.95965637283426	7.50576846127432e-05	0.0131453386116238	Up
LOC113731383	1351.30743441787	1.14380377401806	0.289184804315877	3.95526928437319	7.6448493415485e-05	0.0132984441216979	Up
LOC113697191	750.831029420702	-0.516476638274832	0.130698549444058	-3.95166312458499	7.76099417308975e-05	0.013443032673005	Down
LOC140012048	18.0119140968337	2.54285327215115	0.644589320484895	3.94491995343373	7.98266400371886e-05	0.0136610745504843	Up
LOC113707231	1222.10002887132	0.882926249884397	0.223775880460512	3.9455827324527	7.96061391445055e-05	0.0136610745504843	Up
LOC140033425	6.39572051387614	5.64538420456059	1.43110493564322	3.94477306587112	7.98755863656864e-05	0.0136610745504843	Up
LOC113732191	54.1258126528051	-3.83609277773758	0.973445255325743	-3.94073807104224	8.12312865708811e-05	0.0137199980077499	Down
LOC113702947	424.174497400662	0.942524546616536	0.239090021845295	3.94213250449407	8.07603362916648e-05	0.0137199980077499	Up
LOC113717896	130.362125135579	2.34086874262074	0.593958277206934	3.94113329580756	8.10975420232372e-05	0.0137199980077499	Up
LOC113702260	347.211188525254	1.03817188948484	0.263863436300621	3.93450454538173	8.3368491176251e-05	0.0139078460382348	Up
LOC140026352	8.7116418329008	3.5721029191974	0.907674788349602	3.93544358072614	8.30431718835859e-05	0.0139078460382348	Up
LOC140034106	33.8131420829648	2.87226097891425	0.7298879650337	3.93520802714103	8.31246641229716e-05	0.0139078460382348	Up
LOC140009100	15.0606673622171	2.78665488979715	0.709081635167255	3.92994931978438	8.49637678151705e-05	0.0141161231384348	Up
LOC113736414	284.644272926614	0.794191875852289	0.202197743377102	3.92779791993577	8.57271942378971e-05	0.0141276333662089	Up
LOC113743476	1380.22414202678	1.52336439513445	0.38775955080251	3.92863152430851	8.54306228941493e-05	0.0141276333662089	Up
LOC113690344	42.3417061137528	1.36455292963069	0.34802227482511	3.92087814010298	8.82268727366179e-05	0.0143579202893601	Up
LOC113737276	13.0860464803634	3.44637800560747	0.879015220608672	3.9207261999639	8.82825240530675e-05	0.0143579202893601	Up
LOC140010312	291.630237434214	2.07165185675098	0.528477678443108	3.92003662832847	8.85355114268368e-05	0.0143579202893601	Up
LOC140026568	11.900328842507	3.170274396044	0.808179898966202	3.92273354001914	8.75499609219003e-05	0.0143579202893601	Up
LOC113691088	72.358468200024	2.38099022906823	0.607944753079005	3.91645822586582	8.98593778921337e-05	0.0144004959728319	Up
LOC140009313	935.901522484796	0.873746182085106	0.223075467644535	3.91681878474149	8.97251430695679e-05	0.0144004959728319	Up
LOC113688033	7896.1861976257	0.388070213589401	0.0990638419867381	3.91737495544896	8.95184540296246e-05	0.0144004959728319	Up
LOC140013716	32.4359859583615	1.76013830217798	0.449994676738492	3.91146471983903	9.17380587729389e-05	0.0146439124798136	Up
LOC140028321	14.4548559684878	3.14383251294931	0.805059562622594	3.90509306256525	9.41891313897688e-05	0.0149764398172677	Up
LOC113739859	827.304679035965	-0.615717166566736	0.158474900136098	-3.88526615910758	0.00010221784022583	0.0161897944995813	Down
